nid_a,nid_b,jaccard,dataset_a,dataset_b,label_a,label_b,cross_dataset,label_conflict,rows_a,rows_b
54047,54048,0.7189,dynahate2021,dynahate2021,0,1,False,False,1,1
54049,54050,0.6066,dynahate2021,dynahate2021,0,1,False,False,1,1
54051,54052,0.5846,dynahate2021,dynahate2021,0,1,False,False,1,1
54053,54054,0.5678,dynahate2021,dynahate2021,1,0,False,False,1,1
54055,54056,0.8323,dynahate2021,dynahate2021,0,1,False,False,1,1
54063,54064,0.6739,dynahate2021,dynahate2021,0,0,False,False,1,1
54067,59684,0.5789,dynahate2021,dynahate2021,0,0,False,False,1,1
54067,60639,0.6111,dynahate2021,dynahate2021,0,0,False,False,1,1
54068,54069,0.6943,dynahate2021,dynahate2021,0,1,False,False,1,1
54070,54071,0.7317,dynahate2021,dynahate2021,1,0,False,False,1,1
54072,54073,0.6667,dynahate2021,dynahate2021,0,1,False,False,1,1
54074,54075,0.6486,dynahate2021,dynahate2021,0,1,False,False,1,1
54076,54077,0.8718,dynahate2021,dynahate2021,1,0,False,False,1,1
54078,54079,0.7971,dynahate2021,dynahate2021,1,0,False,False,1,1
54082,54083,0.6098,dynahate2021,dynahate2021,1,0,False,False,1,1
54085,54086,0.7324,dynahate2021,dynahate2021,1,1,False,False,1,1
54088,54089,0.5125,dynahate2021,dynahate2021,1,0,False,False,1,1
54094,54095,0.5,dynahate2021,dynahate2021,1,1,False,False,1,1
54099,54100,0.9329,dynahate2021,dynahate2021,1,0,False,False,1,1
54101,54103,0.6905,dynahate2021,dynahate2021,1,1,False,False,1,1
54106,54107,0.7152,dynahate2021,dynahate2021,0,1,False,False,1,1
54110,54111,0.6486,dynahate2021,dynahate2021,1,0,False,False,1,1
54112,54113,0.7968,dynahate2021,dynahate2021,0,1,False,False,1,1
54114,54115,0.6792,dynahate2021,dynahate2021,0,1,False,False,1,1
54116,54117,0.6899,dynahate2021,dynahate2021,0,1,False,False,1,1
54118,54119,0.8375,dynahate2021,dynahate2021,0,1,False,False,1,1
54121,54122,0.9337,dynahate2021,dynahate2021,1,0,False,False,1,1
54124,54125,0.9254,dynahate2021,dynahate2021,0,1,False,False,1,1
54126,54127,0.6667,dynahate2021,dynahate2021,1,0,False,False,1,1
54128,54129,0.8171,dynahate2021,dynahate2021,0,1,False,False,1,1
54130,54131,0.6866,dynahate2021,dynahate2021,0,1,False,False,1,1
54130,60132,0.5063,dynahate2021,dynahate2021,0,1,False,False,1,1
54131,57169,0.5694,dynahate2021,dynahate2021,1,0,False,False,1,1
54131,60132,0.7273,dynahate2021,dynahate2021,1,1,False,False,1,1
54131,60324,0.7059,dynahate2021,dynahate2021,1,0,False,False,1,1
54132,54133,0.732,dynahate2021,dynahate2021,0,1,False,False,1,1
54134,54135,0.7485,dynahate2021,dynahate2021,0,1,False,False,1,1
54138,54139,0.6667,dynahate2021,dynahate2021,1,0,False,False,1,1
54140,81335,0.5833,dynahate2021,hatexplain,0,1,True,True,1,1
54141,59679,0.5672,dynahate2021,dynahate2021,0,0,False,False,1,1
54141,59890,0.5224,dynahate2021,dynahate2021,0,1,False,False,1,1
54141,59954,0.5312,dynahate2021,dynahate2021,0,1,False,False,1,1
54141,63821,0.5072,dynahate2021,dynahate2021,0,1,False,False,1,1
54142,57716,0.6897,dynahate2021,dynahate2021,1,0,False,False,1,1
54142,65422,0.5405,dynahate2021,dynahate2021,1,1,False,False,1,1
54144,54145,0.7143,dynahate2021,dynahate2021,1,1,False,False,1,1
54146,59849,0.5641,dynahate2021,dynahate2021,1,1,False,False,1,1
54146,62316,0.5641,dynahate2021,dynahate2021,1,1,False,False,1,1
54146,65430,0.5641,dynahate2021,dynahate2021,1,1,False,False,1,1
54147,59739,0.6857,dynahate2021,dynahate2021,1,1,False,False,1,1
54148,55323,0.5769,dynahate2021,dynahate2021,1,1,False,False,1,1
54148,55482,0.5172,dynahate2021,dynahate2021,1,1,False,False,1,1
54148,55554,0.5769,dynahate2021,dynahate2021,1,1,False,False,1,1
54148,55734,0.5,dynahate2021,dynahate2021,1,1,False,False,1,1
54148,63474,0.5833,dynahate2021,dynahate2021,1,1,False,False,1,1
54154,54155,0.6368,dynahate2021,dynahate2021,1,0,False,False,1,1
54158,54162,0.7692,dynahate2021,dynahate2021,1,0,False,False,1,1
54159,54165,0.5942,dynahate2021,dynahate2021,1,0,False,False,1,1
54160,54161,0.5067,dynahate2021,dynahate2021,1,0,False,False,1,1
54168,54169,0.7872,dynahate2021,dynahate2021,1,0,False,False,1,1
54170,54171,0.8008,dynahate2021,dynahate2021,1,0,False,False,1,1
54172,54173,0.8907,dynahate2021,dynahate2021,1,0,False,False,1,1
54174,54175,0.527,dynahate2021,dynahate2021,0,1,False,False,1,1
54176,58701,0.6923,dynahate2021,dynahate2021,0,0,False,False,1,1
54178,63539,0.5,dynahate2021,dynahate2021,0,0,False,False,1,1
54183,63541,0.5806,dynahate2021,dynahate2021,0,1,False,False,1,1
54188,54189,0.7507,dynahate2021,dynahate2021,0,1,False,False,1,1
54191,54192,0.8136,dynahate2021,dynahate2021,0,1,False,False,1,1
54196,63365,0.5814,dynahate2021,dynahate2021,0,1,False,False,1,1
54197,63396,0.6962,dynahate2021,dynahate2021,0,1,False,False,1,1
54202,64429,0.8158,dynahate2021,dynahate2021,0,1,False,False,1,1
54208,54209,0.7183,dynahate2021,dynahate2021,0,1,False,False,1,1
54211,54212,0.5912,dynahate2021,dynahate2021,1,0,False,False,1,1
54213,54214,0.8679,dynahate2021,dynahate2021,1,0,False,False,1,1
54217,54218,0.7363,dynahate2021,dynahate2021,1,0,False,False,1,1
54219,54220,0.6503,dynahate2021,dynahate2021,0,1,False,False,1,1
54219,54221,0.7944,dynahate2021,dynahate2021,0,0,False,False,1,1
54220,54221,0.5414,dynahate2021,dynahate2021,1,0,False,False,1,1
54223,54225,0.6198,dynahate2021,dynahate2021,0,1,False,False,1,1
54230,54232,0.7188,dynahate2021,dynahate2021,1,0,False,False,1,1
54234,54235,0.9004,dynahate2021,dynahate2021,0,1,False,False,1,1
54238,54239,0.8837,dynahate2021,dynahate2021,1,0,False,False,1,1
54245,54249,0.5,dynahate2021,dynahate2021,1,0,False,False,1,1
54251,54252,0.8103,dynahate2021,dynahate2021,1,0,False,False,1,1
54253,54254,0.7255,dynahate2021,dynahate2021,1,1,False,False,1,1
54257,54258,0.8,dynahate2021,dynahate2021,1,0,False,False,1,1
54260,59868,0.5217,dynahate2021,dynahate2021,0,1,False,False,1,1
54261,54262,0.7778,dynahate2021,dynahate2021,1,1,False,False,1,1
54263,54264,0.7273,dynahate2021,dynahate2021,1,0,False,False,1,1
54263,54265,0.6296,dynahate2021,dynahate2021,1,1,False,False,1,1
54268,59667,0.6364,dynahate2021,dynahate2021,0,0,False,False,1,1
54268,60481,0.6364,dynahate2021,dynahate2021,0,0,False,False,1,1
54268,60569,0.6176,dynahate2021,dynahate2021,0,0,False,False,1,1
54268,65467,0.7,dynahate2021,dynahate2021,0,0,False,False,1,1
54268,65600,0.6774,dynahate2021,dynahate2021,0,0,False,False,1,1
54271,54272,0.8673,dynahate2021,dynahate2021,0,1,False,False,1,1
54273,54274,0.8073,dynahate2021,dynahate2021,1,0,False,False,1,1
54278,54279,0.5172,dynahate2021,dynahate2021,1,1,False,False,1,1
54278,55322,0.76,dynahate2021,dynahate2021,1,1,False,False,1,1
54279,55322,0.5172,dynahate2021,dynahate2021,1,1,False,False,1,1
54280,54281,0.7748,dynahate2021,dynahate2021,0,1,False,False,1,1
54282,54283,0.7874,dynahate2021,dynahate2021,1,0,False,False,1,1
54286,54287,0.5279,dynahate2021,dynahate2021,1,0,False,False,1,1
54290,54291,0.8207,dynahate2021,dynahate2021,1,0,False,False,1,1
54294,54295,0.91,dynahate2021,dynahate2021,1,0,False,False,1,1
54296,54297,0.7782,dynahate2021,dynahate2021,1,0,False,False,1,1
54298,54299,0.6101,dynahate2021,dynahate2021,0,1,False,False,1,1
54300,56352,0.8944,dynahate2021,dynahate2021,0,1,False,False,1,1
54301,54302,0.7448,dynahate2021,dynahate2021,0,1,False,False,1,1
54306,54307,0.7529,dynahate2021,dynahate2021,1,0,False,False,1,1
54313,54314,0.5286,dynahate2021,dynahate2021,0,1,False,False,1,1
54319,54320,0.9458,dynahate2021,dynahate2021,1,0,False,False,1,1
54321,54322,0.6519,dynahate2021,dynahate2021,1,0,False,False,1,1
54323,54324,0.8504,dynahate2021,dynahate2021,0,1,False,False,1,1
54330,54332,0.7755,dynahate2021,dynahate2021,0,1,False,False,1,1
54331,54333,0.6393,dynahate2021,dynahate2021,0,1,False,False,1,1
54332,54333,0.5275,dynahate2021,dynahate2021,1,1,False,False,1,1
54334,54335,0.6972,dynahate2021,dynahate2021,1,0,False,False,1,1
54336,54337,0.7647,dynahate2021,dynahate2021,0,1,False,False,1,1
54338,54339,0.8901,dynahate2021,dynahate2021,1,0,False,False,1,1
54340,54341,0.7124,dynahate2021,dynahate2021,0,1,False,False,1,1
54342,54343,0.6778,dynahate2021,dynahate2021,0,1,False,False,1,1
54346,54347,0.5796,dynahate2021,dynahate2021,1,0,False,False,1,1
54350,54551,0.6458,dynahate2021,dynahate2021,1,0,False,False,1,1
54352,54353,0.8486,dynahate2021,dynahate2021,0,1,False,False,1,1
54354,54442,0.7279,dynahate2021,dynahate2021,0,1,False,False,1,1
54355,54356,0.7131,dynahate2021,dynahate2021,1,0,False,False,1,1
54363,54522,0.5842,dynahate2021,dynahate2021,1,0,False,False,1,1
54364,54365,0.5556,dynahate2021,dynahate2021,0,0,False,False,1,1
54367,54394,0.5208,dynahate2021,dynahate2021,1,0,False,False,1,1
54368,54369,0.7202,dynahate2021,dynahate2021,1,0,False,False,1,1
54370,54371,0.6474,dynahate2021,dynahate2021,0,1,False,False,1,1
54381,54506,0.5814,dynahate2021,dynahate2021,0,0,False,False,1,1
54382,54383,0.8348,dynahate2021,dynahate2021,0,1,False,False,1,1
54384,54443,0.64,dynahate2021,dynahate2021,1,0,False,False,1,1
54385,54386,0.7366,dynahate2021,dynahate2021,0,1,False,False,1,1
54387,54388,0.6339,dynahate2021,dynahate2021,0,1,False,False,1,1
54391,54392,0.5488,dynahate2021,dynahate2021,0,1,False,False,1,1
54395,54396,0.8836,dynahate2021,dynahate2021,1,0,False,False,1,1
54399,54400,0.8989,dynahate2021,dynahate2021,0,1,False,False,1,1
54399,54401,0.9014,dynahate2021,dynahate2021,0,1,False,False,1,1
54399,54402,0.9065,dynahate2021,dynahate2021,0,0,False,False,1,1
54400,54401,0.9405,dynahate2021,dynahate2021,1,1,False,False,1,1
54400,54402,0.9403,dynahate2021,dynahate2021,1,0,False,False,1,1
54401,54402,0.943,dynahate2021,dynahate2021,1,0,False,False,1,1
54403,54404,0.8233,dynahate2021,dynahate2021,0,1,False,False,1,1
54406,54558,0.8411,dynahate2021,dynahate2021,1,0,False,False,1,1
54407,54408,0.8544,dynahate2021,dynahate2021,0,1,False,False,1,1
54411,54412,0.7432,dynahate2021,dynahate2021,1,0,False,False,1,1
54413,54414,0.7208,dynahate2021,dynahate2021,1,0,False,False,1,1
54416,54417,0.7229,dynahate2021,dynahate2021,0,1,False,False,1,1
54418,54419,0.7006,dynahate2021,dynahate2021,1,0,False,False,1,1
54420,54421,0.7915,dynahate2021,dynahate2021,0,1,False,False,1,1
54422,54602,0.5839,dynahate2021,dynahate2021,0,1,False,False,1,1
54425,54426,0.7921,dynahate2021,dynahate2021,1,0,False,False,1,1
54427,54428,0.7448,dynahate2021,dynahate2021,1,0,False,False,1,1
54429,54430,0.7243,dynahate2021,dynahate2021,0,1,False,False,1,1
54431,54432,0.7875,dynahate2021,dynahate2021,0,1,False,False,1,1
54435,54436,0.5106,dynahate2021,dynahate2021,0,1,False,False,1,1
54438,54439,0.5533,dynahate2021,dynahate2021,0,1,False,False,1,1
54447,54448,0.8554,dynahate2021,dynahate2021,1,0,False,False,1,1
54449,54450,0.7684,dynahate2021,dynahate2021,0,1,False,False,1,1
54451,54452,0.5431,dynahate2021,dynahate2021,1,0,False,False,1,1
54456,54458,0.5405,dynahate2021,dynahate2021,1,0,False,False,1,1
54459,54460,0.6718,dynahate2021,dynahate2021,0,1,False,False,1,1
54461,54462,0.5152,dynahate2021,dynahate2021,0,1,False,False,1,1
54463,54464,0.6438,dynahate2021,dynahate2021,0,1,False,False,1,1
54467,54468,0.6752,dynahate2021,dynahate2021,0,1,False,False,1,1
54469,54505,0.5778,dynahate2021,dynahate2021,1,0,False,False,1,1
54479,54488,0.6111,dynahate2021,dynahate2021,1,0,False,False,1,1
54480,54481,0.6026,dynahate2021,dynahate2021,0,1,False,False,1,1
54490,54491,0.8355,dynahate2021,dynahate2021,1,0,False,False,1,1
54492,59078,0.7168,dynahate2021,dynahate2021,1,0,False,False,1,1
54495,54496,0.5314,dynahate2021,dynahate2021,1,0,False,False,1,1
54497,54498,0.5918,dynahate2021,dynahate2021,0,1,False,False,1,1
54501,54502,0.7619,dynahate2021,dynahate2021,0,1,False,False,1,1
54503,54504,0.7992,dynahate2021,dynahate2021,0,1,False,False,1,1
54510,54511,0.6012,dynahate2021,dynahate2021,0,1,False,False,1,1
54512,54513,0.7689,dynahate2021,dynahate2021,0,1,False,False,1,1
54515,54516,0.6085,dynahate2021,dynahate2021,0,1,False,False,1,1
54517,54518,0.551,dynahate2021,dynahate2021,1,1,False,False,1,1
54517,54519,0.587,dynahate2021,dynahate2021,1,1,False,False,1,1
54518,54519,0.6136,dynahate2021,dynahate2021,1,1,False,False,1,1
54525,54526,0.5729,dynahate2021,dynahate2021,0,1,False,False,1,1
54527,54528,0.7193,dynahate2021,dynahate2021,0,1,False,False,1,1
54530,56588,0.6571,dynahate2021,dynahate2021,1,0,False,False,1,1
54531,54532,0.7196,dynahate2021,dynahate2021,0,1,False,False,1,1
54533,54534,0.7591,dynahate2021,dynahate2021,1,0,False,False,1,1
54535,54536,0.7305,dynahate2021,dynahate2021,0,1,False,False,1,1
54538,54539,0.8442,dynahate2021,dynahate2021,0,1,False,False,1,1
54543,54544,0.5238,dynahate2021,dynahate2021,1,0,False,False,1,1
54547,54548,0.7812,dynahate2021,dynahate2021,0,1,False,False,1,1
54549,54550,0.6871,dynahate2021,dynahate2021,0,1,False,False,1,1
54554,54555,0.7821,dynahate2021,dynahate2021,0,1,False,False,1,1
54556,54557,0.7904,dynahate2021,dynahate2021,1,0,False,False,1,1
54559,54560,0.8908,dynahate2021,dynahate2021,1,0,False,False,1,1
54561,54663,0.7081,dynahate2021,dynahate2021,1,0,False,False,1,1
54561,58714,0.5696,dynahate2021,dynahate2021,1,1,False,False,1,1
54561,59128,0.6221,dynahate2021,dynahate2021,1,0,False,False,1,1
54564,54565,0.6667,dynahate2021,dynahate2021,1,0,False,False,1,1
54566,54662,0.6606,dynahate2021,dynahate2021,0,1,False,False,1,1
54570,54571,0.9312,dynahate2021,dynahate2021,1,0,False,False,1,1
54579,54580,0.6543,dynahate2021,dynahate2021,1,0,False,False,1,1
54582,54583,0.5177,dynahate2021,dynahate2021,0,1,False,False,1,1
54586,54587,0.7423,dynahate2021,dynahate2021,1,0,False,False,1,1
54588,54589,0.6328,dynahate2021,dynahate2021,1,0,False,False,1,1
54594,54595,0.74,dynahate2021,dynahate2021,0,1,False,False,1,1
54598,54599,0.6226,dynahate2021,dynahate2021,1,0,False,False,1,1
54600,54601,0.9048,dynahate2021,dynahate2021,1,0,False,False,1,1
54603,54604,0.6354,dynahate2021,dynahate2021,1,0,False,False,1,1
54605,54606,0.8465,dynahate2021,dynahate2021,1,0,False,False,1,1
54607,54664,0.6795,dynahate2021,dynahate2021,1,0,False,False,1,1
54608,54609,0.7586,dynahate2021,dynahate2021,0,1,False,False,1,1
54610,54611,0.8,dynahate2021,dynahate2021,0,1,False,False,1,1
54614,54615,0.8938,dynahate2021,dynahate2021,0,1,False,False,1,1
54616,54617,0.9474,dynahate2021,dynahate2021,0,0,False,False,1,1
54618,54620,0.9181,dynahate2021,dynahate2021,1,0,False,False,1,1
54619,54665,0.6514,dynahate2021,dynahate2021,0,1,False,False,1,1
54625,54626,0.9075,dynahate2021,dynahate2021,1,0,False,False,1,1
54627,54659,0.6162,dynahate2021,dynahate2021,1,0,False,False,1,1
54631,54632,0.9017,dynahate2021,dynahate2021,1,0,False,False,1,1
54635,54636,0.7807,dynahate2021,dynahate2021,1,0,False,False,1,1
54637,54638,0.6676,dynahate2021,dynahate2021,0,1,False,False,1,1
54639,54640,0.9247,dynahate2021,dynahate2021,0,1,False,False,1,1
54641,54642,0.6484,dynahate2021,dynahate2021,1,0,False,False,1,1
54643,54644,0.8645,dynahate2021,dynahate2021,0,1,False,False,1,1
54649,54650,0.7135,dynahate2021,dynahate2021,1,0,False,False,1,1
54651,54652,0.8273,dynahate2021,dynahate2021,0,1,False,False,1,1
54653,54654,0.8432,dynahate2021,dynahate2021,1,0,False,False,1,1
54655,54656,0.7489,dynahate2021,dynahate2021,0,1,False,False,1,1
54660,54661,0.7773,dynahate2021,dynahate2021,0,1,False,False,1,1
54663,58714,0.7195,dynahate2021,dynahate2021,0,1,False,False,1,1
54663,59128,0.8371,dynahate2021,dynahate2021,0,0,False,False,1,1
54666,54667,0.8313,dynahate2021,dynahate2021,0,1,False,False,1,1
54670,54671,0.7171,dynahate2021,dynahate2021,1,0,False,False,1,1
54672,55544,0.6941,dynahate2021,dynahate2021,1,0,False,False,1,1
54673,62415,0.5708,dynahate2021,dynahate2021,0,1,False,False,1,1
54674,54677,0.6685,dynahate2021,dynahate2021,0,1,False,False,1,1
54675,54676,0.5729,dynahate2021,dynahate2021,0,1,False,False,1,1
54675,54677,0.5232,dynahate2021,dynahate2021,0,1,False,False,1,1
54676,54677,0.8047,dynahate2021,dynahate2021,1,1,False,False,1,1
54679,54680,0.7926,dynahate2021,dynahate2021,0,1,False,False,1,1
54681,56185,0.6816,dynahate2021,dynahate2021,0,1,False,False,1,1
54682,54683,0.8493,dynahate2021,dynahate2021,0,1,False,False,1,1
54687,54688,0.7255,dynahate2021,dynahate2021,0,0,False,False,1,1
54687,54689,0.7351,dynahate2021,dynahate2021,0,1,False,False,1,1
54687,54690,0.8409,dynahate2021,dynahate2021,0,1,False,False,1,1
54688,54689,0.8095,dynahate2021,dynahate2021,0,1,False,False,1,1
54688,54690,0.6474,dynahate2021,dynahate2021,0,1,False,False,1,1
54689,54690,0.655,dynahate2021,dynahate2021,1,1,False,False,1,1
54694,54695,0.7047,dynahate2021,dynahate2021,1,0,False,False,1,1
54696,54762,0.7403,dynahate2021,dynahate2021,1,0,False,False,1,1
54699,54700,0.7143,dynahate2021,dynahate2021,0,1,False,False,1,1
54704,54705,0.7042,dynahate2021,dynahate2021,1,0,False,False,1,1
54706,54707,0.835,dynahate2021,dynahate2021,0,1,False,False,1,1
54710,54711,0.7965,dynahate2021,dynahate2021,0,1,False,False,1,1
54712,54713,0.7697,dynahate2021,dynahate2021,1,0,False,False,1,1
54714,64277,0.5849,dynahate2021,dynahate2021,1,1,False,False,1,1
54719,54721,0.6314,dynahate2021,dynahate2021,1,1,False,False,1,1
54721,54722,0.7703,dynahate2021,dynahate2021,1,0,False,False,1,1
54726,54727,0.8431,dynahate2021,dynahate2021,1,0,False,False,1,1
54733,54742,0.726,dynahate2021,dynahate2021,0,1,False,False,1,1
54735,54736,0.5606,dynahate2021,dynahate2021,0,0,False,False,1,1
54735,54737,0.5606,dynahate2021,dynahate2021,0,0,False,False,1,1
54736,54737,0.6552,dynahate2021,dynahate2021,0,0,False,False,1,1
54738,54739,0.949,dynahate2021,dynahate2021,0,1,False,False,1,1
54740,54741,0.5663,dynahate2021,dynahate2021,1,0,False,False,1,1
54743,54744,0.5259,dynahate2021,dynahate2021,1,0,False,False,1,1
54746,54747,0.7937,dynahate2021,dynahate2021,1,0,False,False,1,1
54752,54753,0.7821,dynahate2021,dynahate2021,0,1,False,False,1,1
54759,54760,0.6541,dynahate2021,dynahate2021,1,0,False,False,1,1
54763,54764,0.8325,dynahate2021,dynahate2021,1,0,False,False,1,1
54766,56599,0.807,dynahate2021,dynahate2021,1,0,False,False,1,1
54767,54768,0.8046,dynahate2021,dynahate2021,1,0,False,False,1,1
54777,54778,0.6423,dynahate2021,dynahate2021,0,1,False,False,1,1
54779,54780,0.81,dynahate2021,dynahate2021,1,0,False,False,1,1
54785,54786,0.8182,dynahate2021,dynahate2021,0,1,False,False,1,1
54787,54927,0.7526,dynahate2021,dynahate2021,1,0,False,False,1,1
54788,54789,0.7174,dynahate2021,dynahate2021,0,1,False,False,1,1
54792,54796,0.5833,dynahate2021,dynahate2021,0,0,False,False,1,1
54794,54795,0.5938,dynahate2021,dynahate2021,1,0,False,False,1,1
54796,54797,0.5714,dynahate2021,dynahate2021,0,1,False,False,1,1
54801,57613,0.56,dynahate2021,dynahate2021,1,1,False,False,1,1
54802,54803,0.7358,dynahate2021,dynahate2021,0,1,False,False,1,1
54804,54805,0.6389,dynahate2021,dynahate2021,0,1,False,False,1,1
54806,54807,0.6857,dynahate2021,dynahate2021,1,0,False,False,1,1
54808,54809,0.7872,dynahate2021,dynahate2021,1,0,False,False,1,1
54810,54811,0.675,dynahate2021,dynahate2021,1,0,False,False,1,1
54812,54813,0.8599,dynahate2021,dynahate2021,1,0,False,False,1,1
54814,54815,0.8559,dynahate2021,dynahate2021,0,1,False,False,1,1
54816,54819,0.6543,dynahate2021,dynahate2021,0,1,False,False,1,1
54817,54818,0.8931,dynahate2021,dynahate2021,1,0,False,False,1,1
54820,54821,0.7709,dynahate2021,dynahate2021,1,0,False,False,1,1
54822,54823,0.8588,dynahate2021,dynahate2021,0,1,False,False,1,1
54824,54825,0.6404,dynahate2021,dynahate2021,1,0,False,False,1,1
54826,56477,0.5208,dynahate2021,dynahate2021,0,1,False,False,1,1
54833,54834,0.5183,dynahate2021,dynahate2021,1,0,False,False,1,1
54835,55582,0.5846,dynahate2021,dynahate2021,1,0,False,False,1,1
54837,54838,0.7895,dynahate2021,dynahate2021,1,1,False,False,1,1
54852,54853,0.6957,dynahate2021,dynahate2021,0,1,False,False,1,1
54855,55481,0.5581,dynahate2021,dynahate2021,1,1,False,False,1,1
54855,55803,0.5581,dynahate2021,dynahate2021,1,1,False,False,1,1
54856,57635,0.8419,dynahate2021,dynahate2021,1,0,False,False,1,1
54859,54860,0.5857,dynahate2021,dynahate2021,0,1,False,False,1,1
54862,54863,0.6198,dynahate2021,dynahate2021,1,0,False,False,1,1
54864,54865,0.6762,dynahate2021,dynahate2021,1,0,False,False,1,1
54867,55100,0.5409,dynahate2021,dynahate2021,1,0,False,False,1,1
54868,54869,0.7761,dynahate2021,dynahate2021,1,0,False,False,1,1
54871,56616,0.561,dynahate2021,dynahate2021,0,0,False,False,1,1
54876,54877,0.6364,dynahate2021,dynahate2021,0,1,False,False,1,1
54878,54879,0.5965,dynahate2021,dynahate2021,0,1,False,False,1,1
54881,54882,0.7167,dynahate2021,dynahate2021,1,0,False,False,1,1
54883,54926,0.6231,dynahate2021,dynahate2021,1,0,False,False,1,1
54883,55540,0.6269,dynahate2021,dynahate2021,1,1,False,False,1,1
54883,56756,0.8552,dynahate2021,dynahate2021,1,0,False,False,1,1
54884,54885,0.7359,dynahate2021,dynahate2021,1,0,False,False,1,1
54888,54889,0.8506,dynahate2021,dynahate2021,0,1,False,False,1,1
54894,54895,0.84,dynahate2021,dynahate2021,0,1,False,False,1,1
54899,54900,0.6316,dynahate2021,dynahate2021,0,1,False,False,1,1
54901,55319,0.7705,dynahate2021,dynahate2021,0,1,False,False,1,1
54902,54903,0.9033,dynahate2021,dynahate2021,0,1,False,False,1,1
54905,54907,0.656,dynahate2021,dynahate2021,0,1,False,False,1,1
54905,54908,0.6613,dynahate2021,dynahate2021,0,1,False,False,1,1
54905,54910,0.5957,dynahate2021,dynahate2021,0,0,False,False,1,1
54907,54908,0.8496,dynahate2021,dynahate2021,1,1,False,False,1,1
54907,54909,0.5325,dynahate2021,dynahate2021,1,1,False,False,1,1
54907,54910,0.5099,dynahate2021,dynahate2021,1,0,False,False,1,1
54908,54909,0.5449,dynahate2021,dynahate2021,1,1,False,False,1,1
54908,54910,0.5133,dynahate2021,dynahate2021,1,0,False,False,1,1
54909,54910,0.5475,dynahate2021,dynahate2021,1,0,False,False,1,1
54914,54915,0.5679,dynahate2021,dynahate2021,0,1,False,False,1,1
54918,54919,0.7381,dynahate2021,dynahate2021,1,0,False,False,1,1
54920,54921,0.6885,dynahate2021,dynahate2021,0,1,False,False,1,1
54922,54923,0.8343,dynahate2021,dynahate2021,0,1,False,False,1,1
54924,56777,0.6261,dynahate2021,dynahate2021,0,1,False,False,1,1
54926,55540,0.8993,dynahate2021,dynahate2021,0,1,False,False,1,1
54926,56756,0.6041,dynahate2021,dynahate2021,0,0,False,False,1,1
54932,54933,0.5912,dynahate2021,dynahate2021,0,1,False,False,1,1
54934,56184,0.614,dynahate2021,dynahate2021,1,0,False,False,1,1
54935,56475,0.6613,dynahate2021,dynahate2021,1,0,False,False,1,1
54936,54942,0.7167,dynahate2021,dynahate2021,0,1,False,False,1,1
54937,54938,0.779,dynahate2021,dynahate2021,0,1,False,False,1,1
54944,59891,0.5429,dynahate2021,dynahate2021,1,1,False,False,1,1
54944,63690,0.5429,dynahate2021,dynahate2021,1,1,False,False,1,1
54950,57921,0.625,dynahate2021,dynahate2021,1,0,False,False,1,1
54950,57922,0.8056,dynahate2021,dynahate2021,1,0,False,False,1,1
54951,54952,0.6176,dynahate2021,dynahate2021,0,1,False,False,1,1
54953,54954,0.625,dynahate2021,dynahate2021,0,0,False,False,1,1
54955,54956,0.6257,dynahate2021,dynahate2021,0,1,False,False,1,1
54957,54958,0.8234,dynahate2021,dynahate2021,0,1,False,False,1,1
54960,54961,0.7957,dynahate2021,dynahate2021,0,1,False,False,1,1
54967,54968,0.6693,dynahate2021,dynahate2021,0,1,False,False,1,1
54969,55636,0.8026,dynahate2021,dynahate2021,0,1,False,False,1,1
54970,54971,0.8934,dynahate2021,dynahate2021,0,1,False,False,1,1
54972,54973,0.8947,dynahate2021,dynahate2021,1,0,False,False,1,1
54974,54975,0.7441,dynahate2021,dynahate2021,0,1,False,False,1,1
54976,54977,0.6878,dynahate2021,dynahate2021,1,0,False,False,1,1
54978,54979,0.7324,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54980,0.7083,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54981,0.68,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54982,0.7083,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54983,0.7286,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54984,0.75,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54985,0.7727,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54986,0.7391,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54987,0.6892,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54988,0.7391,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54989,0.6986,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54990,0.7067,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54991,0.7286,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54992,0.7083,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54993,0.803,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54994,0.7083,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54995,0.6892,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54996,0.7183,dynahate2021,dynahate2021,1,1,False,False,1,1
54978,54997,0.7083,dynahate2021,dynahate2021,1,1,False,False,1,1
54979,54980,0.7391,dynahate2021,dynahate2021,1,1,False,False,1,1
